evidence_id,figure,claimed_origin,hop1,hop2,hop3,origin_reached,origin_type,circular_verdict,shared_origin_group,notes
E-7011,"median increase in conformal efficiency, federated vs single-partner=5.5 %","Arany et al., MELLODDY consortium",https://www.sciencedirect.com/science/article/pii/S2667318523000144,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7012,fraction of animal study protocols yielding a publication=60.0 %,Wieschowski et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6879110/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7013,researcher-estimated share of animal experiments published (for-profit respondents)=10.0 %,ter Riet et al.,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0043404,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7015,ratio of negative to positive data points needed for SOTA in the reported setting=40.0 x,Author group per PMC12164950,https://pmc.ncbi.nlm.nih.gov/articles/PMC12164950/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7016,confirmed landmark preclinical cancer studies=11.3 % (6 of 53),"Begley CG, Ellis LM (Amgen)",https://www.nature.com/articles/483531a,https://sitn.hms.harvard.edu/flash/2013/house-of-cards-is-something-wrong-with-the-state-of-science/,,partial,company,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-7017,in-house projects with results inconsistent with publications=64.0 % (43 of 67),"Prinz F, Schlange T, Asadullah K (Bayer HealthCare)",https://www.nature.com/articles/nrd3439-c1,https://sitn.hms.harvard.edu/flash/2013/house-of-cards-is-something-wrong-with-the-state-of-science/,,partial,company,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-7018,median shrinkage of effect size in replication vs original=85.0 % smaller,"Errington, Denis, Perfito, Iorns, Nosek (Center for Open Science)",https://elifesciences.org/articles/67527,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7019,completed full Replication Studies out of papers selected=17.0 of 50 papers,"Errington et al., Center for Open Science",https://elifesciences.org/articles/67527,,,yes,peer_reviewed,clean,SOG-035,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7020,positive predictive value of published preclinical cancer findings (intention-to-treat)=16.0 %,"Errington et al., Center for Open Science",https://elifesciences.org/articles/67527,,,yes,peer_reviewed,clean,SOG-035,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7021,standard deviation of experimental error in public Ki data=0.54 pKi log units,"Kramer C, Kalliokoski T, Gedeck P, Vulpetti A",https://pubmed.ncbi.nlm.nih.gov/22643060/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7022,standard deviation of heterogeneous public pIC50 measurements=0.68 log units,"Cortes-Ciriano, Bender et al. (per PMC8613965)",https://pmc.ncbi.nlm.nih.gov/articles/PMC8613965/,,,yes,peer_reviewed,clean,SOG-036,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7023,ratio of slope of RMSE-vs-noise measured against noisy labels to that against true values=55.0 x (upper end of 2.9-55 range),authors per PMC8613965,https://pmc.ncbi.nlm.nih.gov/articles/PMC8613965/,,,yes,peer_reviewed,clean,SOG-036,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7025,participating centres in inter-laboratory drug-response comparison=5.0 centres,"Niepel et al., NIH LINCS consortium",https://www.cell.com/cell-systems/fulltext/S2405-4712(19)30200-5,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7026,maximum potency discrepancy attributable to dispensing method=100.0 fold,"Hatzis, Bedard, Birkbak et al.",https://aacrjournals.org/cancerres/article/74/15/4016/592646/Enhancing-Reproducibility-in-Cancer-Drug-Screening,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7027,compound/cell-line combinations in NCI-60=2800000 combinations,"Larsson, Engqvist, Fritzell et al. (per s41598-020-62848-5)",https://www.nature.com/articles/s41598-020-62848-5,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7029,generative protein backbone throughput=1040.0 backbones per 1.9 GPU-hours,"Yim, Campbell, Jaakkola et al.",https://arxiv.org/pdf/2310.05297,,,yes,preprint,clean,,Tier 4. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-7030,gene fragment synthesis price=0.07 USD per base pair,Twist Bioscience (vendor),https://www.businesswire.com/news/home/20250707956038/en/Twist-Bioscience-Expands-Express-Delivery-Turnaround-Time-to-All-Gene-Fragments-Regardless-of-Format,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7031,gene synthesis price 2017=0.425 USD per base pair (midpoint of 0.25-0.60),Twist Bioscience (vendor),https://www.twistbioscience.com/company/blog/1k-genome,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7032,make-on-demand virtual library size=94500000000 enumerated molecules,Enamine Ltd (vendor),https://enamine.net/compound-collections/real-compounds/real-space-navigator,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7033,nominal HTS throughput=200000.0 compounds/day (1536-well),Elsevier reference compilation,https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/high-throughput-screening,,,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7034,compounds interrogated per DEL selection=1000000000.0 library members per selection (order of magnitude),authors per NAR 50(12):e67,https://academic.oup.com/nar/article/50/12/e67/6548408,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7035,company-reported experiments per week=2200000.0 experiments/week,Recursion Pharmaceuticals (company-reported figure relayed by press),https://fortune.com/2025/04/03/recursion-pharmaceuticals-ai-drug-discovery/,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7036,quarterly revenue=20.2 USD million,"Ginkgo Bioworks Holdings, Inc.",https://www.sec.gov/Archives/edgar/data/0001830214/000162828026053319/ex991earningspr.htm,,,yes,filing,clean,,Tier 4. Deepest hop resolves to a filing source; origin reached in 1 hop(s).
E-7037,autonomous lab operating hours=168.0 hours/week,Ginkgo Bioworks (company-reported),https://ng.investing.com/news/transcripts/earnings-call-transcript-ginkgo-bioworks-q2-2026-revenue-miss-weighs-on-shares-93CH-2641466,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7038,headcount decline=68.0 employees (from 147 in 2021),PitchBook Data; Tracxn,https://pitchbook.com/profiles/company/267931-27,https://tracxn.com/d/companies/strateos/__IYxtSq-BDqwxtCrewYjhgrOxrVT-qT1lP8Ufxr5S3iE,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7039,headcount=189.0 employees (2026 profile data),Emerald Cloud Lab (company); PitchBook,https://www.prnewswire.com/news-releases/emerald-cloud-lab-to-relocate-state-of-the-art-facility-from-south-san-francisco-to-austin-301758704.html,https://pitchbook.com/profiles/company/61618-24,https://en.wikipedia.org/wiki/Emerald_Cloud_Lab,no,aggregator,unverifiable,,Tier 2. No resolvable provenance chain (aggregator). FORCE_LOW.
E-7040,remotely controllable instruments=150.0 instruments,Wikipedia contributors,https://en.wikipedia.org/wiki/Emerald_Cloud_Lab,,,no,aggregator,unverifiable,,Tier 2. No resolvable provenance chain (aggregator). FORCE_LOW.
E-7041,capital equipment cost per automated pipeline=5000000.0 USD,Stefan Golas,https://stefangolas.substack.com/p/what-happened-to-cloud-labs,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7042,autonomous experiment rate=21.0 experiments/day,"Szymanski, Ceder et al., Lawrence Berkeley National Laboratory",https://www.nature.com/articles/s41586-023-06734-w,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7043,claimed novel compounds disputed=41.0 compounds (all central claims contested),Robert Palgrave (UCL) et al.; Chemistry World; Chemical & Engineering News,https://www.chemistryworld.com/news/new-analysis-raises-doubts-over-autonomous-labs-materials-discoveries/4018791.article,https://cen.acs.org/research-integrity/Nature-robot-chemist-paper-corrected/104/web/2026/01,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7044,autonomous experiment throughput=86.0 experiments/day (688 over 8 days),"Burger, Cooper et al., University of Liverpool",https://www.nature.com/articles/s41586-020-2442-2,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7045,target DMTA cycle time in medicinal chemistry=5.0 working days (aspirational),Drug Discovery Solutions (consultancy commentary),https://drugdiscoverysolutions.co.uk/drug-discoverys-obsession-with-fastest-possible-design-make-test-analyse-cycle/,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7046,automated library synthesis success rate=65.0 % (range 50-80),"Coley, Jensen et al., MIT",https://www.science.org/doi/full/10.1126/science.aax1566,https://www.sciencedirect.com/org/science/article/pii/S1860539725000088,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-7047,automated reaction throughput=112.0 reactions/day,authors per PMC9601405,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9601405/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7048,protein purification throughput=300.0 proteins/week/user (order: hundreds),authors per s41598-024-64938-0,https://www.nature.com/articles/s41598-024-64938-0,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7049,protein expression screening throughput=96.0 constructs per week,Dey et al.,https://currentprotocols.onlinelibrary.wiley.com/doi/full/10.1002/cpz1.70188,,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7050,designs experimentally tested per target=20.0 designs/target,Chai Discovery (company preprint),https://www.biorxiv.org/content/10.1101/2025.07.05.663018v1,https://www.biopharmatrend.com/news/chai-discovery-releases-foundation-model-for-zero-shot-antibody-design-with-1620-hit-rates-1309/,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7051,reported experimental success rate range=10.0 % (lower bound of 10-100% range),"Pacesa, Correia et al., EPFL",https://www.nature.com/articles/s41586-025-09429-6,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7052,designs experimentally tested=30.0 designs (5 per target x 6 targets),authors per bioRxiv 2025.02.07.636769,https://www.biorxiv.org/content/10.1101/2025.02.07.636769v1,,,yes,preprint,clean,,Tier 4. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-7053,designs tested per target in frontier binder-design campaigns=65.0 designs/target (30-100 range),Prescient Design/Genentech (PXDesign); Latent Labs (Latent-X) - developer self-reports,https://www.biorxiv.org/content/10.1101/2025.08.15.670450v3.full,https://arxiv.org/html/2507.19375v1,,yes,preprint,clean,,Tier 2. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-7054,display library size=1000000000.0 variants,"Ranomics (CRO, vendor)",https://www.ranomics.com/yeast-display-antibody-discovery,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7055,highest organ-chip plate density=96.0 chips/plate,Ingber DE,https://www.nature.com/articles/s41576-022-00466-9,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7057,virtual library addressed per campaign=36000000000.0 compounds,"Katritch lab, USC",https://www.nature.com/articles/s44386-026-00053-6,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7058,company-reported time to development candidate=18.0 months,Insilico Medicine (company-reported),https://insilico.com/phase1,https://www.eurekalert.org/news-releases/1073344,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7059,claimed capacity increase=10.0 fold,Arctoris Ltd (company-reported),https://www.selectscience.net/article/arctoris-launches-biophysics-centre-of-excellence-to-bridge-the-ai-experimentation-gap-in-drug,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7061,predictive-validity change equivalent to a 10x throughput change=0.1 absolute change in correlation coefficient,"Scannell JW, Bosley J",https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0147215,,,yes,peer_reviewed,clean,SOG-037,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7062,candidates screened per true positive at correlation 0.3 vs 0.9=739.0 candidates per true positive (vs 14 at r=0.9),"Scannell JW, Bosley J",https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0147215,,,yes,peer_reviewed,clean,SOG-037,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-7064,claimed sample throughput increase=5.0 fold,Automata Technologies Ltd (vendor); Molecular Devices (Danaher),https://www.automata.tech/blog/drug-discovery,https://www.moleculardevices.com/newsroom/news/molecular-devices-partnership-with-automata-linq-platform,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-7065,gene synthesis cost circa 2010-2011=1.3 USD per base (simple genes); ~0.10 USD/base for raw oligo synthesis,Rob Carlson (original cost series) as relayed by secondary compilations,https://www.nextbigfuture.com/2011/04/gene-synthesis-costs-have-been-slower.html,https://grokipedia.com/page/carlson_curve,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-7100,maximum achievable R2 against noisy public pIC50 labels=0.68 R2 at sigma_y = 1.2 log units,RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7021,E-7022,E-7023. Formula stated."
E-7101,ratio of private consortium bioactivity datapoints to ChEMBL activity records=123.2 x,RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7006,E-7009. Formula stated."
E-7102,annualised decline in gene synthesis list price 2017-2025=21.0 % per year (range 16-27),RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7030,E-7031. Formula stated."
E-7103,"R = AI design generation capacity / experimental validation capacity, de novo binder design=1000.0 designs generated per design tested per year",RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7029,E-7048,E-7049,E-7050,E-7053. Formula stated."
E-7104,"R = designs enumerated-and-scored / designs physically made and tested, small molecules=1800.0 ratio against nominal uHTS throughput (7.2e6 against novel-compound synthesis)",RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7032,E-7033,E-7045,E-7057. Formula stated."
E-7105,"R = designs generated / variants meaningfully tested, antibody affinity maturation=0.1 ratio against pooled display capacity (1e5-1e6 against per-variant biophysics)",RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7029,E-7054. Formula stated."
E-7106,predictive-validity equivalent of a 10 percent throughput gain=0.0041 absolute correlation units,RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7061,E-7062,E-7063. Formula stated."
E-7107,spread of R across three workflows=7.0 orders of magnitude,RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7103,E-7104,E-7105. Formula stated."
E-7108,15-year fold decline in gene synthesis list price=18.6 fold (2010/11 to 2025),RLSX Agent H,,,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-7030,E-7031,E-7065,E-7102. Formula stated."
E-8005,training cells=100000000 cells,Arc Institute,https://arcinstitute.org/news/virtual-cell-model-state,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8006,single cells in dataset=100000000 cells,Arc Institute / Tahoe Therapeutics / Chan Zuckerberg Biohub,https://arcinstitute.org/news/tahoe-arc-biohub,https://www.tahoebio.ai/news/tahoe-arc-and-biohub-partnership,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8007,planned perturbation interactions=225000 interactions,Chan Zuckerberg Biohub / Arc Institute / Tahoe Therapeutics,https://biohub.org/news/arc-tahoe-perturbation-dataset/,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8009,target-indication pairs analysed=11482 pairs,academic authors (preprint),https://www.medrxiv.org/content/10.64898/2026.02.19.26346536v2,,,yes,preprint,clean,,Tier 4. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-8010,relative odds of approval with genetic support=2.0 x,academic review authors,https://pmc.ncbi.nlm.nih.gov/articles/PMC10953771/,https://www.cambridge.org/core/journals/cambridge-prisms-precision-medicine/article/mendelian-randomization-as-a-tool-to-inform-drug-development-using-human-genetics/6CF8C83CF5D5E7FD37BED63B40838C26,,partial,peer_reviewed,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-8011,sgRNA panel size=80000 guides,Yale University (Rong Fan lab) and collaborators,https://www.nature.com/articles/s41587-026-03127-y,https://pmc.ncbi.nlm.nih.gov/articles/PMC12083649/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-8016,amyloid PET negativity at 28 weeks=91.0 percent,ALZFORUM (Biomedical Research Forum LLC),https://www.alzforum.org/therapeutics/trontinemab,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12740797/,,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-8018,brain cell transduction=75.0 percent,Voyager Therapeutics Inc.,https://ir.voyagertherapeutics.com/news-releases/news-release-details/voyager-therapeutics-presents-data-second-generation-tracertm/,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8019,relative neuronal transduction vs BI-hTfR1v2=1.9 x,Dyno Therapeutics Inc.,https://www.biospace.com/press-releases/dyno-therapeutics-launches-two-new-aav-capsids-and-ai-platform-for-rare-disease-therapeutic-development-at-the-2026-american-society-of-gene-cell-therapy-asgct-annual-meeting,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8022,AAV volumetric titre=950000000000.0 GC/mL,industry and academic authors,https://pmc.ncbi.nlm.nih.gov/articles/PMC11166877/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8024,MRD-negative complete remission at day 14=23 patients,Gracell Biotechnologies and clinical collaborators,https://ashpublications.org/blood/article/142/Supplement%201/4848/505708/Development-and-Clinical-Validation-of-an-Ultra,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8027,fill-finish market expansion 2026-2031=10.0 USD billion,Pharma Manufacturing editorial,https://www.pharmamanufacturing.com/production/aseptic-processing/article/55396223/biologics-glp-1s-driving-evolution-of-fill-finish-manufacturing,https://natlawreview.com/press-releases/fill-finish-pharmaceutical-contract-manufacturing-market-2026-supporting,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8028,ADC candidates in development=200 candidates,PatSnap,https://www.patsnap.com/resources/blog/articles/adc-manufacturing-technology-trends-in-2026/,https://academic.oup.com/abt/article/8/2/157/8115463,,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-8029,predictions within 10 percent of observed ADA=75.0 percent,EpiVax Inc.,https://www.pegsummit.com/immunogenicity,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8030,DILI detection sensitivity=69.0 percent,academic authors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6769037/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8031,hERG classifier AUC=0.96 AUC,Drug Discovery News editorial,https://www.drugdiscoverynews.com/ai-toxicity-prediction-what-machine-learning-models-can-and-can-t-tell-you-about-drug-safety-17358,,,no,trade_press,unverifiable,SOG-038,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8032,hERG affinity reduction=700.0 fold,Drug Discovery News editorial reporting on CardioGenAI,https://www.drugdiscoverynews.com/ai-toxicity-prediction-what-machine-learning-models-can-and-can-t-tell-you-about-drug-safety-17358,,,no,trade_press,circular,SOG-038,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-8033,share of failures attributed to adverse drug reactions=30.0 percent,academic review authors,https://www.sciencedirect.com/science/article/pii/S2211383526003217,,,partial,peer_reviewed,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-8035,patients in randomised evaluation=355 patients,academic authors,https://www.nature.com/articles/s41467-026-68873-8,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8036,reduction in time to first patient in=78.0 percent,IntuitionLabs reporting IQVIA analysis,https://intuitionlabs.ai/articles/decentralized-clinical-trials-technology-stack-2026,,,no,aggregator,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-8037,DCT articles with empirical performance data=6.0 percent,academic authors,https://journals.plos.org/digitalhealth/article?id=10.1371%2Fjournal.pdig.0001191,,,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8038,registry-based design cost vs explanatory design=32.0 percent,academic authors,https://www.sciencedirect.com/science/article/pii/S2451865424000048,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8039,US research sites reporting staffing shortages=80.0 percent,academic authors,https://aacrjournals.org/cancerdiscovery/article/14/12/2317/750143/Advancing-Global-Health-Equity-in-Oncology,,,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8040,claimed enrollment reduction=30.0 percent,"European Medicines Agency qualification opinion, reported by Clinical Trials Arena",https://www.clinicaltrialsarena.com/news/ema-qualifies-unlearn-approach/,https://arxiv.org/html/2404.17576v1,,yes,preprint,clean,,Tier 4. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-8043,"positive screen rate in first 4,000 newborns=4.0 percent",GeneDx / Columbia University GUARDIAN investigators,https://www.genedx.com/blog/first-results-guardian-study/,https://clinicaltrials.gov/study/NCT05990179,,yes,registry,clean,,Tier 2. Deepest hop resolves to a registry source; origin reached in 2 hop(s).
E-8044,planned newborn genomes=100000 genomes,Genomics England / NHS England,https://www.genomicsengland.co.uk/news/genomics-england-announces-list-of-rare-conditions-to-be-included-in-world-leading-research-study,,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8050,lung protein downregulation=88.0 percent,UT Southwestern (Daniel Siegwart lab) and collaborators,https://pmc.ncbi.nlm.nih.gov/articles/PMC11823468/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8054,variants sorted per hour=10000000 variants,academic authors,https://pubs.acs.org/doi/full/10.1021/jacs.5c04962,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8057,federated activity data points=2600000000 data points,MELLODDY consortium,https://pubs.acs.org/doi/10.1021/acs.jcim.3c00799,,,yes,peer_reviewed,clean,,"Tier 3. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s). Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-8058,project funding=60.0 EUR million,Structural Genomics Consortium / Innovative Health Initiative,https://www.thesgc.org/news/ihi-project-ligand-ai-launches-advance-artificial-intelligence-ai-driven-drug-discovery,https://cen.acs.org/pharmaceuticals/drug-discovery/pharma-learns-share-ai-demands-more-data/104/web/2026/07,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8061,share of Medicaid sickle cell beneficiaries covered=84.0 percent,CMS / HHS,https://www.cms.gov/newsroom/press-releases/cms-expands-access-lifesaving-gene-therapies-through-innovative-state-agreements,https://www.cms.gov/priorities/innovation/cgt-access-model-frequently-asked-questions,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-8062,priority review voucher secondary market price=150.0 USD million,Lowenstein Sandler LLP,https://www.lowenstein.com/news-insights/publications/client-alerts/congress-reauthorizes-pediatric-priority-review-voucher-program-in-fy2026-budget-renewed-incentives-for-rare-pediatric-drug-development-fdalife-sciences,https://www.ddw-online.com/congress-extends-rare-pediatric-disease-priority-review-voucher-programme-through-2029-41582-202605/,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8063,royalty transactions H1 2025=2.7 USD billion,Qubit Capital,https://qubit.capital/blog/biotech-venture-debt-royalty-financing,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-8064,proposed budget per FRO=75.0 USD million,Federation of American Scientists,https://fas.org/publication/focused-research-organizations-to-accelerate-science-technology-and-medicine/,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8069,scientists using AI copilots as first step=89.0 percent,Benchling Inc.,https://www.benchling.com/biotech-ai-report-2026,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8070,project funding=9.7 USD million,NIIMBL / NIST,https://www.nist.gov/news-events/news/2026/05/niimbl-announces-8-new-technology-and-workforce-projects,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
