agent,item,queries_tried,failure_reason,alt_sources_tried,best_estimate,best_estimate_basis
G,GMP batch failure / out-of-specification rate for AAV and lentiviral vector production,AAV manufacturing full empty capsid ratio percent yield batch failure gene therapy productivity improvement | monoclonal antibody manufacturing batch failure rate percent deviation right first time biologics benchmark | lentiviral vector manufacturing cost per batch capacity constraint 2025 CAR-T supply,"Vector batch failure rates are not published by CDMOs or sponsors. The available yield metric is empty-capsid fraction (70-90%), which is a productivity loss inside a successful batch rather than a batch failure.",PatSnap Eureka empty capsid report; Charles River Eureka AAV capsid problem article; PackGene empty/full ratio articles; bioRxiv native MS empty/full assay preprint; Comisel lentiviral bioprocess economics paper,Vector batch failure plausibly bracketed between the mAb range (0.8-5.2%) and the autologous CAR-T range (3.9-7%),"Bracketing argument: vector manufacture is a bulk suspension or adherent process like mAb manufacture (favouring the low end) but with immature analytics and no platform validation history (favouring the high end). Stated as a bracket, not a point estimate, and not used to support any conclusion."
H,"Gene synthesis cost per bp over a full 15-year window (2010 anchor, like-for-like with 2025)",1) 'gene synthesis cost per base pair 2025 turnaround time days Twist Bioscience decline 15 years'; 2) 'gene synthesis cost per base pair 2010 2011 Carlson curves DNA synthesis price history dollars per base'; 3) direct WebFetch of Twist 2017 blog and 2025 Business Wire release,"No single source publishes a like-for-like gene-synthesis price series spanning 2010-2025. The two 2010-11 figures found (about $1.30/base for simple genes and about $0.10/base for raw oligos) are quoted for different products than the 2025 gene-fragment price, so the ratio depends entirely on which anchor is chosen. The primary Carlson cost series was not directly retrievable; only secondary relays were reachable.","1) Twist Bioscience 2017 corporate blog (retrieved, gives $0.25-0.60/bp) [E-7031]; 2) Twist/Business Wire July 2025 price release (retrieved, $0.07/bp) [E-7030]; 3) NextBigFuture 2011 relay of Carlson data (retrieved, $0.10-1.30/base) [E-7065]; 4) Carlson-curve compilation page (retrieved, confirms post-2011 slowdown) - primary Nature Biotechnology 2009 Carlson paper not reachable","18.6-fold total decline 2010/11 to 2025, about 18.7% per year, with a defensible band of 2.5-19% per year depending on the 2010-11 anchor. The like-for-like 2017-2025 vendor window is 14.8-23.8% per year and is the figure to rely on.","Derived record E-7108 from inputs E-7065 (2010-11) and E-7030 (2025); the tighter 8-year figure is E-7102 from E-7031 and E-7030. Both endpoints are vendor list prices, so this is a list-price trend, not realised cost of goods."
H,Decomposition of DBTL cycle latency into queueing time versus processing time,"1) 'self-driving lab biology cycle time hours days closed loop autonomous experimentation review 2025 bottleneck queueing'; 2) ""design-make-test-analyse"" cycle time weeks medicinal chemistry pharma average number of compounds synthesized per project lead optimization'; 3) 'Ginkgo Bioworks foundry 2025 2026 restructuring capacity utilization datapoints automation Q2 2026 results'; 4) 'Arctoris Automata Insitro laboratory automation throughput experiments per week 2025 2026 status'",No published study decomposes measured DBTL wall-clock time into waiting versus running. Autonomous-lab papers report total elapsed time and experiments/day but not instrument idle/queue statistics. Pharma DMTA commentary reports target cycle times without a time-and-motion breakdown. Cloud-lab post-mortems name scheduling as a failure mode qualitatively.,"1) Royal Society Open Science 2025 SDL review [E-7056] - characterises operation horizons, no queue decomposition; 2) cloud-lab practitioner post-mortem [E-7041] - names unpredictable scheduling and human sample handling as core failure modes, no numbers; 3) Ginkgo Q2 2026 earnings call [E-7037] - reports a fourfold increase in available lab hours from moving to 168 h/week, which is a queue-capacity statement; 4) A-Lab and mobile-chemist papers [E-7042, E-7044] - report experiments/day only","Queueing dominates: roughly 60-85% of elapsed DBTL time in a production setting is waiting (instrument availability, batching to fill a plate or a synthesis order, human handoffs, shipping for outsourced steps), with 15-40% actual processing.","Inference from two convergent proxies. (a) Ginkgo's own claim that moving to 24/7 operation quadrupled usable lab hours [E-7037] implies the prior regime was idle roughly 75% of the time, i.e. availability rather than instrument speed was binding. (b) A make-on-demand compound order takes 3-4 weeks of calendar time [E-7032] while the underlying parallel-synthesis chemistry is hours to days, implying most of that interval is batching and queueing. Cross-check: an aspirational 5-day DMTA cycle [E-7045] against real cycles reported in weeks [E-7045] leaves the difference as non-processing time. This is a reasoned estimate, not a measurement, and is labelled as such wherever used."
H,"Cost per experiment, in a comparable unit, for cloud labs and automated foundries",1) 'Emerald Cloud Lab shutdown closure 2025 2026 status'; 2) 'Strateos shut down cloud lab 2023 2024 assets acquired status'; 3) 'Ginkgo Bioworks foundry 2025 2026 restructuring capacity utilization datapoints automation Q2 2026 results'; 4) 'Arctoris Automata Insitro laboratory automation throughput experiments per week 2025 2026 status'; 5) WebFetch of the cloud-lab sector post-mortem,"No operator publishes a price per experiment in a unit comparable across platforms. Pricing is quoted per protocol, per instrument-hour or per bespoke program, and is not public for any of Emerald Cloud Lab, Strateos/Multiply Labs, Ginkgo, Arctoris, Insitro or Recursion. Ginkgo's SEC filings report revenue and Adjusted EBITDA but do not disclose an experiment count that would allow a revenue-per-experiment derivation.","1) Ginkgo 8-K exhibit 99.1 Q2 2026 [E-7036] - revenue and loss disclosed, no experiment denominator; 2) Emerald Cloud Lab public site and PitchBook profile [E-7039] - no pricing; 3) Strateos/Multiply Labs and Tracxn profiles [E-7038] - no pricing; 4) cloud-lab practitioner post-mortem [E-7041] - gives capital cost per pipeline, about $5M, not cost per experiment; 5) Arctoris and Automata vendor pages [E-7059, E-7064] - relative multiples only","Order of magnitude $10-100 per fully automated well-scale experiment in a shared facility, and $1,000-10,000 per bespoke multi-step protocol run. Amortised capital alone is roughly $5-15 per experiment.","Derived from [E-7041]: about $5M capital per automated pipeline, amortised over 5 years at 1e5-5e5 experiments/year gives $2-10 per experiment in capital alone; adding consumables, reagents, facility and staff typically multiplies capital-only figures by 3-10x in laboratory cost accounting, yielding the $10-100 band. Cross-check on the upper tier: Insilico reports about $2.6M for a full preclinical program to development candidate [E-7058], which at a few thousand discrete experiments implies high-hundreds to low-thousands of dollars per experiment for complex protocols. This is an estimate with roughly one order of magnitude of uncertainty and is not used to support any conclusion in the report."
H,"Absolute experiments-per-week throughput for Automata, Arctoris, Insitro and Emerald Cloud Lab","1) 'Arctoris Automata Insitro laboratory automation throughput experiments per week 2025 2026 status'; 2) 'Automata LINQ lab automation company 2026 throughput samples per day customers status funding'; 3) ""Emerald Cloud Lab"" 2026 news winding down layoffs Carnegie Mellon cloud lab operations'; 4) WebFetch of the Emerald Cloud Lab Wikipedia entry","Operating status was successfully verified for all four, but none publishes an absolute throughput figure. Automata publishes a relative multiple (5x) against an unspecified baseline; Arctoris publishes a relative multiple (10x) with an undisclosed base; Insitro publishes no platform throughput figure; the most recent Emerald Cloud Lab figure located is an instrument count from July 2020, not a throughput rate.","1) Automata product page plus Molecular Devices partnership release [E-7064]; 2) Arctoris Biophysics Centre of Excellence announcement via SelectScience [E-7059]; 3) insitro CombinAbleAI/TherML announcement [E-7060]; 4) Emerald Cloud Lab Wikipedia and PitchBook/ZoomInfo profiles [E-7039, E-7040]","1e3-1e5 discrete assay operations per week per facility for the integrator-class platforms (Automata, Arctoris, ECL), which is 1-3 orders of magnitude below the company-reported 2.2e6 imaged wells per week at Recursion [E-7035] because the latter counts imaged wells rather than distinct assay operations.","Bounded from below by the peer-reviewed parallel protein pipeline figure of hundreds of purified proteins per week per operator [E-7048] and by 96 constructs per week per pipeline [E-7049], scaled by the tens of instruments these facilities operate [E-7040]; bounded from above by the observation that no integrator-class facility reports the imaged-well volumes of a dedicated phenomics platform [E-7035]. The band is wide and no conclusion in the report depends on it."
H,Direct measurement of the correlation r between any specific in vitro assay readout and clinical utility,1) 'predictive validity drug discovery screening cascade Scannell Bosley 2016 PLOS ONE model correlation more important than throughput'; 2) 'Scannell 2022 Nature Reviews Drug Discovery predictive validity what it is why it matters key argument bottleneck screening models'; 3) 'organ-on-chip microphysiological system throughput compounds per week versus in vivo animal study duration weeks predictive validity translational',"The predictive-validity literature defines the quantity and models its consequences but reports no empirically estimated r for a named assay. Scannell and colleagues state explicitly that predictive validity is under-managed precisely because it cannot be measured until outcomes are known [E-7063], which is a structural obstacle rather than a gap in my search.","1) Scannell and Bosley PLOS ONE 2016 [E-7061, E-7062] - simulation with assumed r values, not measured; 2) Scannell et al. NRDD 2022 [E-7063] - review, states the measurement problem; 3) Ingber NRG 2022 on organs-on-chips [E-7055] - throughput and qualitative predictivity, no r; 4) Reproducibility Project: Cancer Biology [E-7018, E-7020] - measures replication, which is precision, not clinical predictivity","For a typical target-based biochemical screen r is plausibly in the range 0.1-0.3 against clinical utility, and for the best-validated phenotypic or patient-derived models perhaps 0.4-0.6. The absolute values are unmeasured.","Inference anchored to observed outcomes rather than to any published r. Phase I to approval cumulative success in the 7-14% band named in the common brief's anchors, combined with the Scannell cascade arithmetic in which a four-step cascade at r = 0.3 needs about 739 candidates per true positive versus 14 at r = 0.9 [E-7062], is consistent with an effective end-to-end r in the low tenths. Independently, the 16% intention-to-treat positive predictive value of published preclinical findings [E-7020] caps how high the correlation of the upstream models can be. Every use of r in the report is either a source-supplied simulation parameter or an explicitly flagged [INFER]; no conclusion rests on a measured value that does not exist."
I,"B12 (IP/FTO) yields only three credible candidate technologies, exactly the mandated floor",(1) 'USPTO AI inventorship guidance 2024 2026 patentability AI-generated protein sequences genus claims biotech'; (2) 'antibody patent thicket freedom to operate AI generated sequence prior art defensive publication 2026 biologics IP congestion'; (3) targeted follow-through on ADC layered FTO and on Amgen v. Sanofi genus-claim consequences within those result sets,"Searches returned legal commentary and office guidance rather than additional distinct technologies. The candidate space is genuinely thin: beyond (a) the inventorship rule itself, (b) mass defensive publication, and (c) AI-assisted FTO search, no further mechanism surfaced that changes patentability or congestion for AI-generated sequences. Blockchain sequence-provenance registries and patent-pool structures appeared only as proposals with no operating instance.",Federal Register 2024 and 2025 inventorship guidance; USPTO subject-matter-eligibility guidance page; Holland & Knight and Venner Shipley legal analyses; Trends in Biotechnology antibody-patentability review; IP.com defensive-publishing commentary; Cypris ADC FTO landscape; DrugPatentWatch AI-IP analysis (seven distinct sources),Three is the correct count of credible candidates as of August 2026; the true residual uncertainty is judicial rather than technological,"[INFER] The unresolved question in B12 is how much human contribution suffices for inventorship when a model generates thousands of sequences and a human selects one. The USPTO's November 2025 revision explicitly discontinued the joint-inventorship factor test [E-8066] without replacing it with a quantitative threshold, and Amgen v. Sanofi governs genus scope [E-8067]. Both are resolved by litigation, not by tooling. B12's elasticity point estimate is 0.3, so the scarcity has low decision cost."
I,"B13 (talent/absorptive capacity) yields only three credible candidate technologies, exactly the mandated floor",(1) 'biopharma talent shortage 2026 AI copilot scientist productivity training programs cell gene therapy workforce apprenticeship NIIMBL'; (2) 'clinical trial site capacity shortage 2026 community oncology research network NCI NCORN pragmatic trial embedded registry-based randomized trial cost reduction' (surfaced site-staffing evidence); (3) 'self-driving laboratory autonomous experimentation biology 2026 cloud lab closed-loop DBTL cycle acceleration demonstrated' (tested automation-as-substitution),"Every additional item surfaced reduced to one of the three catalogued mechanisms: AI augmentation of existing staff, formal training pipelines, or automation substitution. Immigration policy, compensation restructuring and outsourcing to CDMOs appeared in recruiter commentary but are neither technologies nor mechanisms with a measurable readiness state.",NIIMBL/NIST project announcements; Wistar BioPATH; EuroGCT training provider registry; Benchling 2026 Biotech AI Report; ManpowerGroup life sciences outlook; Panda International hiring analysis; Nature debate on robot labs replacing biologists (seven distinct sources),"Three is the correct count; the scarce input is accumulated judgement, which no technology produces faster than time","[INFER] Training programmes operate at dozens per cohort [E-8070] against senior-role searches running six to nine months [E-8071]. Automation converts a technician shortage into an automation-engineer shortage. The one mechanism operating at scale, AI copilots [E-8069], has a plausible negative sign because copilot fluency can substitute for the judgement that constitutes absorptive capacity. A bottleneck whose binding input is career-length experience does not have a technological form."
I,"B14 (biosecurity/model regulation) yields only three credible candidate technologies, exactly the mandated floor",(1) 'nucleic acid synthesis screening SecureDNA IBBIS Common Mechanism 2026 executive order biosecurity AI biodesign tool safeguards'; (2) 'AI biosecurity 2026 frontier model biological capability evaluations structured access protein design screening Microsoft paraphrasing vulnerability'; (3) follow-through within those result sets on RAND capability-scoring and Frontier Model Forum reporting tiers,"The mechanism space is small by construction. Order screening, screening hardening against generative evasion, and access gating with capability evaluations exhaust the deployed approaches. Benchtop-synthesiser hardware attestation and international treaty verification appeared as proposals with no operating instance.",OSTP nucleic acid synthesis screening framework; SecureDNA compliance documentation; three separate 2026 Frontiers in Bioengineering papers on screening implementation and governance asymmetries; Microsoft Research Paraphrase Project publication and story pages; Frontier Model Forum issue brief; RAND perspective on measuring biological capabilities; SecureBio 2025 review; CSIS analysis (nine distinct sources),Three is the correct count; B14 is a real problem and not a rate-limiting step for drug output,"[INFER] B14's elasticity point estimate is 0.1, the lowest in Agent C's matrix. The object being governed is adversary choice, and screening is reactive by construction: the Paraphrase Project showed AI-redesigned toxin sequences evading screens before patches were written [E-8075]. These technologies carry high societal value and close to zero effect on annual approvals, and conflating the two would be the error to avoid."
I,Quantitative predictive performance (sensitivity/specificity) of the specific liver microphysiological system accepted into FDA ISTAND,(1) 'drug-induced liver injury prediction liver microphysiological system DILI ISTAND qualification Emulate CN Bio 2026 performance sensitivity specificity'; (2) 'FDA Modernization Act 3.0 2025 New Approach Methodologies roadmap organ-on-chip qualification status 2026'; (3) 'organoid intelligence patient-derived organoid clinical trial predictivity 2026 humanized mouse immune system translation preclinical concordance',"ISTAND letter-of-intent contents are not public at the performance-metric level, and the participating vendors publish qualitative capability claims rather than a benchmarked confusion matrix against a defined compound set. FDA's ISTAND announcement states the acceptance without performance data.",FDA ISTAND announcement page; CN Bio DILI service and in vitro hepatotoxicity pages; Emulate regulatory-timeline page; Taylor & Francis review on liver complex in vitro models in preclinical drug safety; PMC comprehensive organotypic/MPS evaluation; PMC review on mechanistic prediction of idiosyncratic DILI; Nature Communications human toxicogenomics resource (seven distinct sources),"Best available proxy: 69 percent sensitivity at 100 percent specificity, from primary human hepatocyte spheroids across 70 hepatotoxic compounds and 53 negative controls","E-8030 is the most rigorous published head-to-head evaluation of human liver models with a stated compound set and both operating characteristics. [INFER] A perfused MPS should perform at or modestly above spheroid performance because it adds flow and non-parenchymal cells, so 69-80 percent sensitivity at high specificity is the defensible working range until the qualification package is published."
I,Date on which FDA will issue a qualification decision for any liver MPS drug development tool,(1) 'drug-induced liver injury prediction liver microphysiological system DILI ISTAND qualification Emulate CN Bio 2026 performance sensitivity specificity'; (2) 'FDA Modernization Act 3.0 2025 New Approach Methodologies roadmap organ-on-chip qualification status 2026'; (3) 'FDA AI drug development guidance January 2025 credibility framework ICH E6 R3 real-world evidence regulatory acceptance 2026 final',"FDA does not publish target dates for qualification decisions, and the DDT process has three sequential stages with no statutory clock. Reporting as of 2026 characterises FDA qualification as narrow and still largely unfinished.",FDA ISTAND press announcement; FDA NAM programme page; FDA animal-testing roadmap PDF; IntuitionLabs organ-on-chip qualification analysis; Emulate regulatory timeline; Healio coverage of FDA animal-testing shift (six distinct sources),2028-2031 for a first liver MPS qualification with a stated context of use,"[INFER] The letter of intent was accepted September 2024 [E-8003] and is step one of three. The March 2026 NAM draft guidance supplies the evaluative framework that was previously missing [E-8001], which should shorten the remaining stages relative to pre-2026 expectations. Four to seven years from LOI acceptance is consistent with the pace of prior DDT qualifications."
I,Primary completion date and readout window for the trontinemab Phase 3 TRONTIER programme,(1) 'blood-brain barrier transferrin receptor shuttle Denali ATV Roche Brainshuttle clinical data 2026 trontinemab'; (2) 'machine learning AAV capsid engineering Dyno Therapeutics Voyager TRACER clinical trial 2026 CNS crossing capsid'; (3) 'focused ultrasound blood brain barrier opening clinical trial 2026 Insightec Exablate drug delivery Alzheimer glioma results',"Search results confirmed Phase 3 initiation and reported the Phase Ib/IIa amyloid results, but did not surface a registry-stated primary completion date. Sponsor pipeline pages were not reachable within the searches performed.",ALZFORUM trontinemab therapeutics entry; PMC interim biomarker publication; Patsnap Phase II analysis; Wikipedia Brainshuttle entry; Drug Delivery Leader BBB review; bioRxiv preclinical TfR shuttle preprint (six distinct sources),"Primary completion 2027-2028, with regulatory action plausible 2028-2029","[INFER] Phase 3 anti-amyloid programmes have run roughly 18 months of treatment plus enrollment. Phase Ib/IIa results reported in 2025 with 91 percent amyloid PET negativity at 28 weeks [E-8016] and Phase 3 initiation following, which places primary completion in the 2027-2028 window on standard anti-amyloid trial durations."
I,Measured review times achieved under the FDA Commissioner's National Priority Voucher pilot against a matched comparator,(1) 'FDA Elsa generative AI reviewer tool 2025 2026 Commissioner National Priority Voucher review time results'; (2) 'biotech funding mechanisms 2026 focused research organization advance market commitment priority review voucher sale price royalty financing venture debt'; (3) 'FDA AI drug development guidance January 2025 credibility framework ICH E6 R3 real-world evidence regulatory acceptance 2026 final',The pilot is recent and FDA has published programme description and FAQs rather than outcome data. No independent evaluation with a matched comparator group has been published.,FDA CNPV programme page; FDA CNPV FAQ press announcement; Fierce Biotech launch coverage; BioSpace FDA policy tracker 2026; Lowenstein Sandler PRV client alert; BIO convention PRV programme materials (six distinct sources),"Stated target is 1-2 months against a 10-12 month standard; realised median unknown, and any realised gain is a reallocation of a fixed reviewer pool rather than a capacity increase","E-8046 records the FDA-stated target. [INFER] Because reviewer headcount is fixed by appropriation and the agency absorbed a budget reduction in the same period, accelerating voucher applications necessarily slows others; total approvals per year should be treated as unchanged absent evidence to the contrary. B5's elasticity point estimate of 0.4 is consistent with this reading."
I,Independent (non-vendor) validation of AI immunogenicity/anti-drug-antibody prediction performance,(1) 'AI immunogenicity prediction anti-drug antibody MHC-II epitope deimmunization 2026 validation prospective'; (2) 'AI toxicity prediction model 2026 cardiotoxicity hERG secondary pharmacology benchmark prospective validation failure rate preclinical safety'; (3) 'federated learning pharma consortium MELLODDY successor 2026 data sharing negative results Polaris benchmark reproducibility' (tested whether benchmark platforms cover immunogenicity),Published performance figures for the leading platform originate from the platform developer's own conference materials and internal validation sets with undisclosed sample size. The 2026 review literature discusses methods and workflows without an independent blinded benchmark. No immunogenicity benchmark exists on the public benchmarking platforms surfaced.,PEGS Boston 2026 immunogenicity programme; Frontiers in Immunology 2026 review of ML in preclinical immunogenicity risk assessment; Bioanalysis 2026 review on AI and real-world evidence in immunogenicity workflows; GenScript developability materials; arXiv MHC-II multi-scale prediction preprint; Polaris benchmarking platform (six distinct sources),Vendor-reported three-fold correlation improvement with over 75 percent of predictions within 10 percent of observed ADA is the only quantified figure available; treat the true independent performance as unestablished,"E-8029 is a vendor claim and is recorded as secondary with the vendor in authors_or_org so Agent R can apply S4. [INFER] Clinical ADA incidence is driven substantially by aggregation, formulation, dose interval and patient HLA distribution, none of which a sequence-level epitope predictor models, so independent performance should be expected to fall below the vendor figure."
I,AAV cost of goods per dose before and after conversion to a stable producer cell line process,(1) 'AAV manufacturing yield stable producer cell line perfusion intensification 2026 titer improvement gene therapy cost of goods'; (2) 'enzymatic DNA synthesis plasmid-free doggybone DNA GMP scale 2026 Touchlight Ansa Biotechnologies DNA Script'; (3) 'continuous bioprocessing monoclonal antibody 2026 intensified perfusion digital twin process control model predictive real-time release PAT',Cost of goods per dose is commercially sensitive and is not disclosed by manufacturers or CDMOs. Sources report titre uplift and qualitative cost-reduction statements without a denominator or a per-dose figure.,Molecular Therapy Methods & Clinical Development perfusion-enhanced-expression paper; Cytiva ELEVECTA materials and PDF; BioPharm International proprietary cell-line article; Frontiers AAV process intensification paper; Insights Bio high-throughput screening article; BioProcess Tools yield guide (six distinct sources),"Titre uplift of 3-6x with elimination of plasmid and transfection reagent cost; a 2-4x reduction in upstream cost per dose is the defensible working range, with total cost of goods reduction smaller because downstream full/empty separation is unchanged","E-8022 gives the titre uplift with a bioreactor-confirmed figure. [INFER] Upstream cost scales inversely with titre only to the extent that plasmid and transfection reagents dominate; downstream purification cost scales with total capsid rather than with full capsid, so a titre gain that does not improve the full/empty ratio propagates only partially to cost per dose."
I,Independent confirmation that FDA has formally qualified zero sensor-derived clinical endpoints,(1) 'digital endpoint qualification wearable actigraphy stride velocity 95th centile EMA FDA 2025 2026 first qualified digital endpoint'; (2) 'ctDNA MRD accelerated approval endpoint FDA ODAC 2024 2026 multiple myeloma MRD biomarker qualification digital endpoint wearable'; (3) 'protocol design complexity reduction 2026 TransCelerate DCRI eligibility criteria simplification digital protocol CDISC USDM machine readable' (tested for adjacent qualification records),"The count of zero comes from a single independent analyst post. The FDA DDT qualification programme listings were not retrieved directly within the searches performed, so the count is corroborated in direction but not independently enumerated.",Scientific Reports paper on the evidentiary basis of the first qualified digital primary efficacy endpoint; Journal of Neuromuscular Diseases SV95C qualification paper; Frontiers in Digital Health 2026 systematic review on real-world walking speed regulatory status; Defeat Duchenne Canada announcement; Punktum sponsor guide to wearables; AGRIS multi-stakeholder perspective record (six distinct sources),"Zero FDA-qualified sensor-derived endpoints is very likely correct as of mid-2026; exactly one EMA qualification exists (SV95C, July 2023)","E-8080 states the count directly and E-8078 independently confirms that SV95C's EMA qualification was the first of its kind and that FDA review was still in progress. [INFER] Two sources agreeing that the EMA qualification was a first, combined with no source anywhere in 36 searches naming an FDA-qualified sensor endpoint, makes the zero count the strongly favoured reading."
I,Whether the FDA dose-optimisation mandate (Project Optimus) has reduced post-approval dose reductions or improved late-phase success,(1) 'FDA Project Optimus dose optimization final guidance 2025 2026 randomized multiple dose oncology impact adoption'; (2) 'post-approval dose reduction oncology drugs maximum tolerated dose FDA analysis percentage dose changed after approval'; (3) 'master protocol dose optimization randomised dose comparison platform 2026 Project Optimus multi-dose registrational trial example',"The guidance was finalised in August 2024 and the first programmes designed wholly under it have not reached approval, so no outcome series exists. Published evaluation to date measures design behaviour (Bayesian adoption, protocol features) rather than downstream dose reductions or Phase III success.",JCO Oncology Advances impact analysis of Project Optimus on early-phase design; FDA prevalence-of-dosage-modifications analysis; PMC review of FDA dose-optimisation postmarketing requirements 2010-2022; Friends of Cancer Research and Clinical Leader coverage of the final guidance; Annals of Oncology commentary; Parexel and Allucent regulatory analyses; pharmaphorum AACR 2026 dose-optimisation coverage (seven distinct sources),"Design behaviour has changed materially (Bayesian adoption 48 to 75 percent, 2021 to 2024); the outcome effect is unmeasured and should be presumed zero until the milestone in T-082 resolves by 2030","E-8109 measures the design response directly. [INFER] The relevant baselines against which any effect must be judged are already recorded: 36 percent dosage reductions for MTD-dosed products against 23 percent for sub-MTD dosing [E-8110], and 33.3 percent of 2010-2015 oncology NMEs carrying a dose-related postmarketing requirement [E-8111]. A guidance finalised in 2024 cannot yet have moved either figure, so the honest position is design change without demonstrated outcome change."
I,Whether the NHS antimicrobial subscription model has changed antibacterial pipeline entry,"(1) 'NHS England antimicrobial subscription model 2026 contracts awarded delinked payment antibiotic pipeline effect PASTEUR Act'; (2) 'biotech funding mechanisms 2026 focused research organization advance market commitment priority review voucher sale price royalty financing venture debt' (first pass, tested pull incentives generally); (3) 'CMS Cell and Gene Therapy Access Model outcomes-based agreement sickle cell 2026 results reimbursement innovative payment' (first pass, tested the comparable payment instrument)","Full contracts under the scaled model were set to commence on 1 April 2026, so there is no post-implementation period long enough to observe a pipeline response. Sources cover the tender, the budget and the pilot awards, and none reports Phase 1 entry counts by subscription eligibility.",NHS England commercial arrangements guidance; UK Parliament Commons Library briefing; Pharmaceutical Journal news and feature coverage; NICE evaluation and purchasing page; NHS England consultation page; AMR.Solutions commentary on the model going live; NHS England pilot press release (seven distinct sources),No measurable pipeline effect yet; the instrument is real and in force but at roughly GBP 100 million per year is very likely too small on its own to change global investment decisions,"E-8126 establishes the instrument's status and scale. [INFER] Global antibacterial development economics are set by worldwide expected revenue, and a single national payer contributing about GBP 100 million per year across all contracted products is one to two orders of magnitude below the revenue that would justify a programme, which is why the T-093 failure scenario is that the sign of the incentive is corrected and its magnitude is not."
I,"Whether cis-pQTL Mendelian randomisation prospectively predicts clinical success, as distinct from being causally valid","(1) 'cis-pQTL Mendelian randomization proteome-wide drug target 2026 UK Biobank Pharma Proteomics predictive of clinical success'; (2) 'human genetics evidence target validation Open Targets Mendelian randomization doubling probability of success 2025 2026' (first pass); (3) 'virtual cell model Arc Institute STATE Tahoe-100M perturbation atlas target validation 2026' (first pass, tested the competing instrument class)","Searches return large numbers of proteome-wide MR screens nominating targets in individual indications, and one retrospective evaluation of predictive performance. No prospective, pre-registered cohort of MR-selected targets with recorded clinical outcomes exists, because the instrument industrialised only in 2023 and Phase II readouts lag target selection by years.","medRxiv retrospective evaluation across 11,482 target-indication pairs; UK Biobank Pharma Proteomics Project primary publication; Cell Genomics global biobank meta-analysis proteome-wide MR; Cambridge Prisms review of MR for drug development; Frontiers in Psychiatry 2026 proteome-wide MR with colocalisation; BMC Cardiovascular Disorders 2025 MR drug targets; Journal of the American Heart Association proteome-wide MR (seven distinct sources)","Causally valid as an instrument, not yet shown to be predictive of clinical outcome; on the single available test MR significance alone did not enrich for Phase II success while GWAS support did","E-8009 is the only outcome test located and it is negative for MR specifically. E-8124 and E-8125 establish that the instrument is real, industrialised and widely applied. [INFER] These two facts are compatible: a lifelong small shift in a circulating protein level is a different perturbation from an acute pharmacological block, and plasma level is a weak proxy for tissue activity, so causal validity of the natural experiment does not transfer automatically to predictive validity for a drug. This is why T-092 is capped at TRL 6."
X,X-U1 Regulator-sourced year-by-year count of AI-derived INDs 2018-2026,"""AI-discovered"" OR ""AI-derived"" molecules entering clinical trials per year cumulative 2016 2018 2020 2022 2024 annual number first-in-human | number of AI-discovered drug molecules in clinical trials by year 2021 2022 2023 2024 2025 growth pipeline count doubling | ""AI-first"" biotech ""15"" molecules in clinical trials March 2022 BCG Wellcome 150 discovery pipeline Jayatunga coming wave | FDA IND tagged by discovery method AI provenance field","No regulator records discovery method on an IND, and no clinical registry carries an AI-provenance field, so no official annual series exists. Every available count is a private census with a self-set inclusion rule, and the four accessible anchors use three different rules (AI-native company assets; AI-enabled including pharma partnerships; AI-discovered with documented clinical outcomes).","BCG/Nature Reviews Drug Discovery landing page (HTTP 403); Science AAAS blog 'AI Drugs So Far' (HTTP 403); OECD AI in Science chapter (HTTP 403); Frontiers in Pharmacology 2026 review (fetched, gives programme-level not annual counts); ScienceDirect Niazi 2024 census (abstract only)","Cumulative AI-derived clinical-stage molecules: about 15 in early 2022, 67 in April 2024, over 75 at end-2024, 117 in December 2025; implied doubling time 1.2-2.1 years, central 1.5 years","Four independent census anchors [E-9516 and Agent B E-2054/E-2071/E-2072 lineage], pairwise doubling times computed in [E-9517]. The definitional drift between anchors biases the ratio upward, so the doubling time is a lower bound on the true doubling interval; every plausible tightening of the inclusion rule lowers both endpoints and leaves the interval roughly intact."
X,"X-U2 Measured effect of AI on clinical development design decisions (dose, endpoint, population)",FDA Project Optimus dose optimization oncology inadequate dose selection cause of phase 3 failure percentage post-marketing dose changes | in silico clinical trials virtual control arm regulatory qualification model-informed drug development replacing patients 2026 FDA | AI trial design endpoint selection measured effect success rate controlled comparison,"The literature measures AI applied to patient matching and to protocol operational burden. No study located measures whether AI-assisted dose, endpoint or population selection changes the probability that a pivotal trial succeeds, which is the channel with the largest plausible effect and no measurement.","ASCO/JCO Project Optimus postmarketing-requirement analysis (abstract only, no AI arm); EMA virtual control group draft qualification opinion (preclinical scope only); FDA/EMA ten Guiding Principles of Good AI Practice January 2026 (principles, no effect size); Clinical Pharmacology and Therapeutics 2025 review of AI-driven clinical trials (descriptive)",No controlled measurement exists as of August 2026; the size of the addressable problem is bounded by the 48 percent of Phase III patients requiring dose modification at the Phase I recommended dose,"[E-9531] bounds the size of the design-error class. Absent any measured AI effect, the honest position is that this channel is unmeasured rather than absent, and that the Amdahl ceiling derived from discovery's share of time and cost does not bound it, because a clinical-design improvement acts inside the clinical stages."
